what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916125412
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365916127295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916140755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916140866
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365916155747
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916158125
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916167330
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1365916183531
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1365916183720
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1365916183754
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1365916184015
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1365916184239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916184301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916187847
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365916189393
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916191393
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916191545
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365916192207
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916192427
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916192537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916194363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916195300
started,bundle,org.eclipse.m2e.launching,1.2.0.20120903-1050,"org.eclipse.m2e.launching",1365916196106
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365916196649
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1365916196763
started,bundle,org.eclipse.cdt.dsf,2.2.0.201109151620,"org.eclipse.cdt.dsf",1365916196858
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.1.201109151620,"org.eclipse.cdt.dsf.gdb",1365916196893
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201109151620,"org.eclipse.cdt.dsf.gdb.ui",1365916196894
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1365916196991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916198401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916203802
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365916205591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916207739
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365916235746
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365916237447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916255789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916264435
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365916267974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916270589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916273783
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916274221
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916274404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916293292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916293406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916295790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916295917
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916385392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1365916391353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916393622
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916396485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365916397711
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916426434
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916447266
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916475013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365916481016
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916482812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365916487772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916491950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916492063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365916522674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365916523206
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916530899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916575364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916575464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365916599227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365916600132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916629460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916629549
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916674905
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916684340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1365916686061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916690568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916713217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916720810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916726523
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916732248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916745661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916750337
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365916750364
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916750562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916750677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916772825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916772927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365916792005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365916793389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365916794507
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365916799044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916815532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916815645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916820400
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916820445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365916854598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365916863065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365916869030
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916885811
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916931284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916931740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916937396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916952583
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916956456
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916957899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916966660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916970450
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365916970473
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916970660
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916970779
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365916982532
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365916982748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365916994029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917314026
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365917316579
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917318710
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917318900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917333369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917333790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917334993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917340827
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365917343503
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917343687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365917349087
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1365917350361
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917350575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917352054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917359406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917359692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917363402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917439500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917443032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917444039
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917444121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365917486397
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365917487943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917488868
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1365917492213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917513393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917548181
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917553061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917554413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917555764
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917555864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917565035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917566410
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917566487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917573047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917579134
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917579216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365917598069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917599339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917599766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917600274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917600707
error,log,,,"Internal Error",1365917661671
error,log,,,"Internal Error",1365917664812
error,log,,,"Internal Error",1365917667969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365917668601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365917670198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365917678392
error,log,,,"Internal Error",1365917683789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365917686557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365917686717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917689123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917689451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917703546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917703820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917703865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917720166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917726266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917727901
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917730473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917747428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365917751987
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365917753772
